book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,image_url
186,743227441,9.78E+12,Philippa Gregory,2001,The Other Boleyn Girl,eng,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg
187,689865384,9.78E+12,Scott Westerfeld,2005,Uglies,eng,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg
188,,,George R.R. Martin,2011,A Dance with Dragons,eng,4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg
189,618640150,9.78E+12,J.R.R. Tolkien,1955,The Lord of the Rings,eng,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg
190,307592731,9.78E+12,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,eng,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg
191,930289234,9.78E+12,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,en-US,4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg
192,075640407X,9.78E+12,Patrick Rothfuss,2007,The Name of the Wind,eng,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg
193,316017922,9.78E+12,Malcolm Gladwell,2008,Outliers: The Story of Success,en-US,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg
194,142437247,9.78E+12,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale",eng,3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg
195,385340990,9.78E+12,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg
196,393327345,9.78E+12,Chuck Palahniuk,1996,Fight Club,eng,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg
197,441008534,9.78E+12,Charlaine Harris,2001,Dead Until Dark,en-US,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg
198,671727796,9.78E+12,Alice Walker,1982,The Color Purple,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
199,739461192,9.78E+12,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,eng,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg
200,312330871,9.78E+12,Agatha Christie,1939,Ten Little Niggers,eng,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg
201,385504225,9.78E+12,Dan Brown,2009,The Lost Symbol,eng,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg
202,1416989412,9.78E+12,Becca Fitzpatrick,2009,"Hush, Hush",en-US,4,https://images.gr-assets.com/books/1358261334m/6339664.jpg
203,,,Jamie McGuire,2011,Beautiful Disaster,eng,4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg
204,1561797464,9.78E+12,Charles Dickens,1843,A Christmas Carol,,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg
205,345476875,9.78E+12,Anne Rice,1976,Interview with the Vampire,eng,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg
206,62059939,9.78E+12,Kiera Cass,2012,The Selection,en-US,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg
207,312362080,9.78E+12,Janet Evanovich,1994,One for the Money,en-US,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg
208,1400052173,9.78E+12,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,eng,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg
209,99446782,9.78E+12,Thomas Harris,1988,The Silence of the Lambs,eng,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg
210,159514174X,9.78E+12,Richelle Mead,2007,,en-US,4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg
211,316010669,9.78E+12,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,en-US,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
212,038572179X,9.78E+12,Ian McEwan,2001,Atonement,eng,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg
213,553213695,9.78E+12,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,eng,3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg
214,141382899,9.78E+12,Rick Riordan,2007,The Titan's Curse,eng,4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg
215,030788743X,9.78E+12,Ernest Cline,2011,,eng,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg
216,1554681723,9.78E+12,Garth Stein,2006,The Art of Racing in the Rain,eng,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg
217,739303406,9.78E+12,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",eng,3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg
218,425263908,9.78E+12,Sylvia Day,2012,Bared to You,eng,4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg
219,66238501,9.78E+12,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,eng,4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg
220,316043133,9.78E+12,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,https://images.gr-assets.com/books/1352539022m/3609760.jpg
221,1558743669,9.78E+12,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive",eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
222,752864327,9.78E+12,Robert Ludlum,1980,The Bourne Identity,eng,3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,786817879,9.78E+12,Eoin Colfer,2001,Artemis Fowl,eng,3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,385738935,9.78E+12,Lauren Kate,2009,Fallen,en-US,3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,142000655,9.78E+12,John Steinbeck,1952,East of Eden  ,eng,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,307341569,9.78E+12,Gillian Flynn,2009,Dark Places,eng,3.92,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,385339089,9.78E+12,John Grisham,1993,The Client,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,312291639,9.78E+12,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,eng,3.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,451527747,9.78E+12,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,eng,4.06,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,192802631,9.78E+12,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,312370830,9.78E+12,Tatiana de Rosnay,2007,Elle s'appelait Sarah,eng,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,452284694,9.78E+12,Stephen King,1982,The Gunslinger,en-US,3.99,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,140003468X,9.78E+12,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,eng,3.89,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,014131088X,9.78E+12,Laurie Halse Anderson,1999,Speak,eng,4,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,399159347,9.78E+12,Liane Moriarty,2013,The Husband's Secret ,eng,3.92,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,385494785,9.78E+12,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,en-US,4.11,https://images.gr-assets.com/books/1463384482m/1898.jpg
237,1416524304,9.78E+12,Stephen King,1974,Carrie,,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
238,031242227X,9.78E+12,Augusten Burroughs,2002,Running with Scissors,en-US,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,307346609,9.78E+12,Max Brooks,2006,World War Z: An Oral History of the Zombie War,en-US,4.01,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,385537859,9.78E+12,Dan Brown,2013,Inferno,eng,3.8,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,440227534,9.78E+12,Lois Lowry,1989,Number the Stars,eng,4.11,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,446692638,9.78E+12,James Patterson,1993,Along Came a Spider,eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,450417395,9.78E+12,Stephen King,1987,Misery,en-GB,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,307341542,9.78E+12,Gillian Flynn,2006,Sharp Objects,en-US,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,439366771,9.78E+12,Katherine Paterson,1977,Bridge to Terabithia,eng,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,312360266,9.78E+12,"P.C. Cast, Kristin Cast",2007,Marked,en-US,3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,743269519,9.78E+12,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,en-US,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,743477545,9.78E+12,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,eng,3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,618711651,9.78E+12,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,en-US,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,375869026,9.78E+12,R.J. Palacio,2012,Wonder,eng,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,039480001X,9.78E+12,Dr. Seuss,1957,The Cat in the Hat,eng,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,312641893,9.78E+12,Marissa Meyer,2012,Cinder,eng,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,316206849,9.78E+12,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,en-US,3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,545123267,9.78E+12,Maggie Stiefvater,2009,Shiver,eng,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,452011876,9.78E+12,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,3.68,https://images.gr-assets.com/books/1405868167m/662.jpg
256,143038257,9.78E+12,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,en-US,3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,517223627,9.78E+12,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,143034901,9.78E+12,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,eng,4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,385738757,9.78E+12,James Dashner,2010,The Scorch Trials,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
260,,9.78E+12,Dale Carnegie,1936,How to Win Friends and Influence People,eng,4.13,https://images.gr-assets.com/books/1442726934m/4865.jpg
261,767900383,9.78E+12,Frances Mayes,1996,Under the Tuscan Sun,eng,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,399167064,9.78E+12,Liane Moriarty,2014,Big Little Lies,eng,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,590920685,9.78E+12,Gail Carson Levine,1997,Ella Enchanted,eng,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,743297334,9.78E+12,Ernest Hemingway,1926,The Sun Also Rises,en-US,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,61120073,9.78E+12,Betty  Smith,1943,A Tree Grows In Brooklyn ,eng,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,446677388,9.78E+12,James Patterson,1995,Kiss the Girls,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,312577222,9.78E+12,Kristin Hannah,2015,The Nightingale,eng,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,1400078776,9.78E+12,Kazuo Ishiguro,2005,Never Let Me Go,eng,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,786890754,9.78E+12,Cecelia Ahern,2003,"PS, I Love You",en-US,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,1844080382,9.78E+12,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,156030306,9.78E+12,Daniel Keyes,1966,Flowers for Algernon,en-US,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,552995878,9.78E+12,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,en-US,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,812968069,9.78E+12,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,451205766,9.78E+12,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,525476881,9.78E+12,John Green,2006,An Abundance of Katherines,eng,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,553803719,9.78E+12,Isaac Asimov,1951,Foundation,eng,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,62255657,9.78E+12,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,60513063,9.78E+12,Shel Silverstein,1981,A Light in the Attic,eng,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,751565350,9.78E+12,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two",eng,3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,61726834,9.78E+12,Lauren Oliver,2011,Delirium,eng,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,385339704,9.78E+12,John Grisham,1992,The Pelican Brief,eng,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,61139378,9.78E+12,Neil Gaiman,2002,Coraline,eng,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,60853980,9.78E+12,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,140042598,9.78E+12,Jack Kerouac,1955,On the Road,eng,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,1476729085,9.78E+12,Graeme Simsion,2013,The Rosie Project,eng,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,446579939,9.78E+12,Nicholas Sparks,2008,The Lucky One,en-US,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,451191153,9.78E+12,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,425172902,9.78E+12,Tom Clancy,1984,The Hunt for Red October,,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,038039586X,9.78E+12,Richard Adams,1972,Watership Down,eng,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,307886263,9.78E+12,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,375414495,9.78E+12,Abraham Verghese,2009,Cutting for Stone,eng,4.28,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,006112527X,9.78E+12,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,eng,4.08,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,753453800,9.78E+12,Robert Louis Stevenson,1882,Treasure Island,eng,3.82,https://images.gr-assets.com/books/1485248909m/295.jpg
294,1423140591,9.78E+12,Rick Riordan,2011,The Son of Neptune ,eng,4.44,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,1451627289,9.78E+12,Stephen King,2011,11/22/63,eng,4.29,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,241003008,9.78E+12,Eric Carle,1969,The Very Hungry Caterpillar,eng,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,140285601,9.78E+12,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,4.18,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,451528557,9.78E+12,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,3.87,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,849946158,9.78E+12,"Todd Burpo, Lynn Vincent",2010,,eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,385751060,9.78E+12,John Boyne,2006,The Boy in the Striped Pyjamas,eng,4.1,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,1892295490,9.78E+12,Joseph Conrad,1899,Heart of Darkness,eng,3.42,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,044654759X,9.78E+12,Nicholas Sparks,2010,Safe Haven,eng,4.19,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,1582701709,9.78E+12,Rhonda Byrne,2006,The Secret,eng,3.62,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,60987561,9.78E+12,Wally Lamb,1998,I Know This Much Is True ,eng,4.17,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,1416524347,9.78E+12,Stephen King,1983,Pet Sematary,eng,3.91,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,671021001,9.78E+12,Wally Lamb,1992,She's Come Undone,en-US,3.84,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,756404738,9.78E+12,Patrick Rothfuss,2011,The Wise Man's Fear,eng,4.57,https://images.gr-assets.com/books/1452624392m/1215032.jpg
308,440241901,9.78E+12,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,3.83,https://images.gr-assets.com/books/1330464293m/33724.jpg
309,1442403543,9.78E+12,Cassandra Clare,2011,City of Fallen Angels,en-US,4.16,https://images.gr-assets.com/books/1369452302m/6752378.jpg
310,743418174,9.78E+12,Jennifer Weiner,2001,Good in Bed,en-US,3.7,https://images.gr-assets.com/books/1327936464m/14748.jpg
311,380018179,9.78E+12,Colleen McCullough,1977,The Thorn Birds,eng,4.22,https://images.gr-assets.com/books/1391416796m/3412.jpg
312,60530928,9.78E+12,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,4.12,https://images.gr-assets.com/books/1303859949m/2213661.jpg
313,1451681739,9.78E+12,M.L. Stedman,2012,The Light Between Oceans,eng,4,https://images.gr-assets.com/books/1336683021m/13158800.jpg
314,439709105,9.78E+12,"Cornelia Funke, Anthea Bell",2003,Tintenherz,en-US,3.86,https://images.gr-assets.com/books/1328866790m/28194.jpg
315,91883768,9.78E+12,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316,307279464,9.78E+12,Bill Bryson,1997,A Walk in the Woods,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
317,553279378,9.78E+12,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,https://images.gr-assets.com/books/1327957927m/13214.jpg
318,61950726,9.78E+12,Christina Baker Kline,2013,Orphan Train,eng,4.14,https://images.gr-assets.com/books/1362409483m/15818107.jpg
319,1442416866,9.78E+12,Cassandra Clare,2012,City of Lost Souls,eng,4.3,https://images.gr-assets.com/books/1460477703m/8755776.jpg
320,316204277,9.78E+12,Maria Semple,2012,"Where'd You Go, Bernadette",eng,3.9,https://images.gr-assets.com/books/1338822317m/13526165.jpg
